user_text,error_type,component_label,source
GPU overheat warning plus PC slow after update,GPU Overheat,GPU Overheat,auto_corrected_from_test
pc graphics card thermal throttle,GPU Overheat,GPU Overheat,auto_corrected_from_test
the computer stuck booting,Windows Boot Failure,Windows Boot Failure,auto_corrected_from_test
laptop gpu temperature high,GPU Overheat,GPU Overheat,auto_corrected_from_test
computer pc not start after update,Windows Boot Failure,Windows Boot Failure,auto_corrected_from_test
PC can't connect WiFi plus USB not detected,Wi-Fi Adapter Upgrade,Wi-Fi Adapter Upgrade,auto_corrected_from_test
laptop pc slow loading programs,SSD Upgrade,SSD Upgrade,auto_corrected_from_test
PC not turning on Boot failure PC on blank screen,PSU / Power Issue,PSU / Power Issue,auto_corrected_from_test
No display and GPU not detected,No Display / No Signal,No Display / No Signal,auto_corrected_from_test
GPU temperature high and PC very unresponsive,GPU Overheat,GPU Overheat,auto_corrected_from_test
pc cpu shutdown due to heat,CPU Overheat,CPU Overheat,auto_corrected_from_test
computer gpu shutdown due to heat,GPU Overheat,GPU Overheat,auto_corrected_from_test
the cpu shutdown due to heat,CPU Overheat,CPU Overheat,auto_corrected_from_test
fix graphics card fan loud,GPU Overheat,GPU Overheat,auto_corrected_from_test
pc gpu temperature high,GPU Overheat,GPU Overheat,auto_corrected_from_test
SSD performance also PC stuck on logo,SSD Upgrade,SSD Upgrade,auto_corrected_from_test
pc slow loading programs please,SSD Upgrade,SSD Upgrade,auto_corrected_from_test
PC slow opening files Windows not starting,SSD Upgrade,SSD Upgrade,auto_corrected_from_test
pc computer stuck booting,Windows Boot Failure,Windows Boot Failure,auto_corrected_from_test
computer graphics card overheating,GPU Overheat,GPU Overheat,auto_corrected_from_test
help pc not start after update,Windows Boot Failure,Windows Boot Failure,auto_corrected_from_test
PC shutdown suddenly Windows not starting,PSU / Power Issue,PSU / Power Issue,auto_corrected_from_test
computer gpu fan not working,GPU Overheat,GPU Overheat,auto_corrected_from_test
pc gpu thermal issue,GPU Overheat,GPU Overheat,auto_corrected_from_test
no display,No Display / No Signal,No Display / No Signal,auto_corrected_from_test
GPU overheat warning also Computer slow,GPU Overheat,GPU Overheat,auto_corrected_from_test
fix graphics card overheating,GPU Overheat,GPU Overheat,auto_corrected_from_test
GPU cooling problem plus PC lag always,GPU Overheat,GPU Overheat,auto_corrected_from_test
the pc no display vga,No Display / No Signal,No Display / No Signal,auto_corrected_from_test
PC power flicker Boot failure No display,PSU / Power Issue,PSU / Power Issue,auto_corrected_from_test
no display issue,No Display / No Signal,No Display / No Signal,auto_corrected_from_test
GPU overheat warning and PC slow after update,GPU Overheat,GPU Overheat,auto_corrected_from_test
No display Graphics not good enough,No Display / No Signal,No Display / No Signal,auto_corrected_from_test
"PC start noise then off, PC stuck on logo, PC no display HDMI",PSU / Power Issue,PSU / Power Issue,auto_corrected_from_test
laptop graphics card fan loud,GPU Overheat,GPU Overheat,auto_corrected_from_test
"PC slow loading programs, Boot failure",SSD Upgrade,SSD Upgrade,auto_corrected_from_test
GPU fan not working plus PC slow performance,GPU Overheat,GPU Overheat,auto_corrected_from_test
GPU temperature high also PC very unresponsive,GPU Overheat,GPU Overheat,auto_corrected_from_test
the graphics card overheating,GPU Overheat,GPU Overheat,auto_corrected_from_test
gpu shutdown due to heat problem,GPU Overheat,GPU Overheat,auto_corrected_from_test
gpu fan not working please,GPU Overheat,GPU Overheat,auto_corrected_from_test
PC no signal display also Graphics card upgrade needed,No Display / No Signal,No Display / No Signal,auto_corrected_from_test
graphics card overheating issue,GPU Overheat,GPU Overheat,auto_corrected_from_test
help gpu thermal issue,GPU Overheat,GPU Overheat,auto_corrected_from_test
GPU cooling problem,GPU Overheat,GPU Overheat,auto_corrected_from_test
usb device not recognized,USB / Port Issue,USB / Port Issue,auto_corrected_from_test
PC start only sometimes plus PC stuck on logo,PSU / Power Issue,PSU / Power Issue,auto_corrected_from_test
PC restart again and again and Windows not starting and Monitor not detected,PSU / Power Issue,PSU / Power Issue,auto_corrected_from_test
my graphics card overheating,GPU Overheat,GPU Overheat,auto_corrected_from_test
GPU thermal issue plus PC lag always,GPU Overheat,GPU Overheat,auto_corrected_from_test
CPU shutdown due to heat also Computer slow,CPU Overheat,CPU Overheat,auto_corrected_from_test
GPU shutdown due to heat PC lag always,GPU Overheat,GPU Overheat,auto_corrected_from_test
the gpu fan not working,GPU Overheat,GPU Overheat,auto_corrected_from_test
laptop pc slow loading programs,SSD Upgrade,SSD Upgrade,auto_corrected_from_test
GPU cooling problem also System slow overall,GPU Overheat,GPU Overheat,auto_corrected_from_test
laptop gpu thermal issue,GPU Overheat,GPU Overheat,auto_corrected_from_test
gpu shutdown due to heat please,GPU Overheat,GPU Overheat,auto_corrected_from_test
Windows crash suddenly and PC not start after update,Blue Screen (BSOD),Blue Screen (BSOD),auto_corrected_from_test
fix gpu temperature high,GPU Overheat,GPU Overheat,auto_corrected_from_test
fix gpu temperature high,GPU Overheat,GPU Overheat,auto_corrected_from_test
Monitor no signal and Graphics card not detect,No Display / No Signal,No Display / No Signal,auto_corrected_from_test
pc gpu fan not working,GPU Overheat,GPU Overheat,auto_corrected_from_test
laptop gpu overheat warning,GPU Overheat,GPU Overheat,auto_corrected_from_test
"No internet on PC, USB not working",Wi-Fi Adapter Upgrade,Wi-Fi Adapter Upgrade,auto_corrected_from_test
PC power flicker PC not start after update PC no signal,PSU / Power Issue,PSU / Power Issue,auto_corrected_from_test
GPU overheat warning also PC lag always,GPU Overheat,GPU Overheat,auto_corrected_from_test
PC on blank screen plus Graphics card upgrade needed,No Display / No Signal,No Display / No Signal,auto_corrected_from_test
computer graphics card too hot,GPU Overheat,GPU Overheat,auto_corrected_from_test
pc slow loading programs please,SSD Upgrade,SSD Upgrade,auto_corrected_from_test
Windows crash loop plus Boot failure,Blue Screen (BSOD),Blue Screen (BSOD),auto_corrected_from_test
Graphics card thermal throttle,GPU Overheat,GPU Overheat,auto_corrected_from_test
pc not boot,Windows Boot Failure,Windows Boot Failure,auto_corrected_from_test
gpu fan not working issue,GPU Overheat,GPU Overheat,auto_corrected_from_test
PC no signal and Graphics card upgrade needed,No Display / No Signal,No Display / No Signal,auto_corrected_from_test
"PC start only sometimes, Boot failure, Screen black PC on",PSU / Power Issue,PSU / Power Issue,auto_corrected_from_test
PC on blank screen also Graphics card upgrade needed,No Display / No Signal,No Display / No Signal,auto_corrected_from_test
cpu shutdown due to heat issue,CPU Overheat,CPU Overheat,auto_corrected_from_test
pc no display hdmi issue,No Display / No Signal,No Display / No Signal,auto_corrected_from_test
computer graphics card fan loud,GPU Overheat,GPU Overheat,auto_corrected_from_test
the graphics card too hot,GPU Overheat,GPU Overheat,auto_corrected_from_test
"PC shutdown suddenly, PC not start after update, PC no display VGA",PSU / Power Issue,PSU / Power Issue,auto_corrected_from_test
laptop graphics card overheating,GPU Overheat,GPU Overheat,auto_corrected_from_test
PC no display VGA,No Display / No Signal,No Display / No Signal,auto_corrected_from_test
PC shutdown suddenly and Windows not starting,PSU / Power Issue,PSU / Power Issue,auto_corrected_from_test
the gpu fan not working,GPU Overheat,GPU Overheat,auto_corrected_from_test
help graphics card overheating,GPU Overheat,GPU Overheat,auto_corrected_from_test
laptop gpu fan not working,GPU Overheat,GPU Overheat,auto_corrected_from_test
PC on blank screen plus Need better graphics card,No Display / No Signal,No Display / No Signal,auto_corrected_from_test
gpu fan not working problem,GPU Overheat,GPU Overheat,auto_corrected_from_test
fix pc not start after update,Windows Boot Failure,Windows Boot Failure,auto_corrected_from_test
my gpu cooling problem,GPU Overheat,GPU Overheat,auto_corrected_from_test
Storage too slow PC stuck on logo,SSD Upgrade,SSD Upgrade,auto_corrected_from_test
"PC no signal, Graphics card not detect",No Display / No Signal,No Display / No Signal,auto_corrected_from_test
fix gpu shutdown due to heat,GPU Overheat,GPU Overheat,auto_corrected_from_test
gpu cooling problem,GPU Overheat,GPU Overheat,auto_corrected_from_test
"PC no display VGA, GPU too weak",No Display / No Signal,No Display / No Signal,auto_corrected_from_test
PC power flicker also PC stuck BIOS,PSU / Power Issue,PSU / Power Issue,auto_corrected_from_test
PC not turning on and PC stuck on logo and PC no display VGA,PSU / Power Issue,PSU / Power Issue,auto_corrected_from_test
"PC no signal, Graphics card upgrade needed",No Display / No Signal,No Display / No Signal,auto_corrected_from_test
pc no display hdmi,No Display / No Signal,No Display / No Signal,auto_corrected_from_test
pc gpu cooling problem,GPU Overheat,GPU Overheat,auto_corrected_from_test
No internet on PC plus USB not detected,Wi-Fi Adapter Upgrade,Wi-Fi Adapter Upgrade,auto_corrected_from_test
"CPU shutdown due to heat, System slow overall, RAM outdated",CPU Overheat,CPU Overheat,auto_corrected_from_test
cpu shutdown due to heat issue,CPU Overheat,CPU Overheat,auto_corrected_from_test
help pc not start after update,Windows Boot Failure,Windows Boot Failure,auto_corrected_from_test
my pc slow loading programs,SSD Upgrade,SSD Upgrade,auto_corrected_from_test
gpu overheat warning,GPU Overheat,GPU Overheat,auto_corrected_from_test
PC not boot,Windows Boot Failure,Windows Boot Failure,auto_corrected_from_test
gpu fan not working please,GPU Overheat,GPU Overheat,auto_corrected_from_test
fix graphics card fan loud,GPU Overheat,GPU Overheat,auto_corrected_from_test
pc no display,No Display / No Signal,No Display / No Signal,auto_corrected_from_test
help graphics card thermal throttle,GPU Overheat,GPU Overheat,auto_corrected_from_test
Computer stuck booting,Windows Boot Failure,Windows Boot Failure,auto_corrected_from_test
laptop graphics card fan loud,GPU Overheat,GPU Overheat,auto_corrected_from_test
Windows crash loop plus PC stuck on logo,Blue Screen (BSOD),Blue Screen (BSOD),auto_corrected_from_test
cpu shutdown due to heat,CPU Overheat,CPU Overheat,auto_corrected_from_test
cpu shutdown due to heat please,CPU Overheat,CPU Overheat,auto_corrected_from_test
PC shutdown suddenly PC stuck loading PC no signal display,PSU / Power Issue,PSU / Power Issue,auto_corrected_from_test
the computer stuck booting,Windows Boot Failure,Windows Boot Failure,auto_corrected_from_test
laptop pc no display vga,No Display / No Signal,No Display / No Signal,auto_corrected_from_test
computer stuck booting,Windows Boot Failure,Windows Boot Failure,auto_corrected_from_test
pc usb device not recognized,USB / Port Issue,USB / Port Issue,auto_corrected_from_test
PC start only sometimes PC not boot PC on blank screen,PSU / Power Issue,PSU / Power Issue,auto_corrected_from_test
laptop gpu temperature high,GPU Overheat,GPU Overheat,auto_corrected_from_test
No display,No Display / No Signal,No Display / No Signal,auto_corrected_from_test
usb device not recognized,USB / Port Issue,USB / Port Issue,auto_corrected_from_test
the computer stuck booting,Windows Boot Failure,Windows Boot Failure,auto_corrected_from_test
GPU shutdown due to heat PC slow after update,GPU Overheat,GPU Overheat,auto_corrected_from_test
GPU cooling problem and Computer slow,GPU Overheat,GPU Overheat,auto_corrected_from_test
GPU shutdown due to heat also Computer slow,GPU Overheat,GPU Overheat,auto_corrected_from_test
Graphics card too hot also PC very slow,GPU Overheat,GPU Overheat,auto_corrected_from_test
help pc power flicker,PSU / Power Issue,PSU / Power Issue,auto_corrected_from_test
No display,No Display / No Signal,No Display / No Signal,auto_corrected_from_test
cpu shutdown due to heat issue,CPU Overheat,CPU Overheat,auto_corrected_from_test
No internet on PC and USB device not recognized,Wi-Fi Adapter Upgrade,Wi-Fi Adapter Upgrade,auto_corrected_from_test
pc no display hdmi problem,No Display / No Signal,No Display / No Signal,auto_corrected_from_test
Graphics card too hot,GPU Overheat,GPU Overheat,auto_corrected_from_test
computer pc slow loading programs,SSD Upgrade,SSD Upgrade,auto_corrected_from_test
the gpu cooling problem,GPU Overheat,GPU Overheat,auto_corrected_from_test
"GPU cooling problem, PC lag always",GPU Overheat,GPU Overheat,auto_corrected_from_test
Storage upgrade required plus Windows not starting,SSD Upgrade,SSD Upgrade,auto_corrected_from_test
my gpu fan not working,GPU Overheat,GPU Overheat,auto_corrected_from_test
GPU shutdown due to heat,GPU Overheat,GPU Overheat,auto_corrected_from_test
SSD upgrade needed and Windows not starting,SSD Upgrade,SSD Upgrade,auto_corrected_from_test
Need faster storage also PC stuck on logo,SSD Upgrade,SSD Upgrade,auto_corrected_from_test
pc not start after update problem,Windows Boot Failure,Windows Boot Failure,auto_corrected_from_test
laptop pc not boot,Windows Boot Failure,Windows Boot Failure,auto_corrected_from_test
pc pc no display vga,No Display / No Signal,No Display / No Signal,auto_corrected_from_test
pc graphics card thermal throttle,GPU Overheat,GPU Overheat,auto_corrected_from_test
PC start only sometimes also Windows not starting,PSU / Power Issue,PSU / Power Issue,auto_corrected_from_test
"PC no signal, Graphics card not detect",No Display / No Signal,No Display / No Signal,auto_corrected_from_test
"PC no display VGA, Graphics card upgrade needed",No Display / No Signal,No Display / No Signal,auto_corrected_from_test
