user_text,component_label,source
fix pc not detect wifi,Wi-Fi Adapter Upgrade,auto_corrected_from_test
computer usb connection issue,USB / Port Issue,auto_corrected_from_test
pc slow opening files please,SSD Upgrade,auto_corrected_from_test
pc very unresponsive problem,Slow Performance,auto_corrected_from_test
pc pc problem unknown,General Repair,auto_corrected_from_test
wifi very slow pc please,Wi-Fi Adapter Upgrade,auto_corrected_from_test
my usb device not recognized,USB / Port Issue,auto_corrected_from_test
gpu hot when gaming please,GPU Overheat,auto_corrected_from_test
my pc not start after update,Windows Boot Failure,auto_corrected_from_test
PC no display VGA also Graphics card not detect,No Display / No Signal,auto_corrected_from_test
computer slow issue,Slow Performance,auto_corrected_from_test
usb not detected issue,USB / Port Issue,auto_corrected_from_test
help pc dead after power cut,PSU / Power Issue,auto_corrected_from_test
help pc issue,General Repair,auto_corrected_from_test
PC no signal display GPU performance issue,No Display / No Signal,auto_corrected_from_test
pc very unresponsive,Slow Performance,auto_corrected_from_test
fix pc stuck on logo,Windows Boot Failure,auto_corrected_from_test
Phone not connecting,Phone Connection Issue,auto_corrected_from_test
laptop no display,No Display / No Signal,auto_corrected_from_test
computer pc can't connect wifi,Wi-Fi Adapter Upgrade,auto_corrected_from_test
pc slow opening files please,SSD Upgrade,auto_corrected_from_test
laptop pc issue,General Repair,auto_corrected_from_test
phone not connecting problem,Phone Connection Issue,auto_corrected_from_test
my phone not detected,Phone Connection Issue,auto_corrected_from_test
pc malfunction,General Repair,auto_corrected_from_test
system sluggish,Slow Performance,auto_corrected_from_test
PC not detect WiFi Port not working,Wi-Fi Adapter Upgrade,auto_corrected_from_test
help something wrong pc,General Repair,auto_corrected_from_test
laptop laptop error screen,Blue Screen (BSOD),auto_corrected_from_test
computer problem please,General Repair,auto_corrected_from_test
the pc not detect wifi,Wi-Fi Adapter Upgrade,auto_corrected_from_test
WiFi connected no internet and USB not detected,Wi-Fi Adapter Upgrade,auto_corrected_from_test
pc not boot,Windows Boot Failure,auto_corrected_from_test
pc stuck loading,Windows Boot Failure,auto_corrected_from_test
GPU overheat warning,GPU Overheat,auto_corrected_from_test
the pc very unresponsive,Slow Performance,auto_corrected_from_test
computer pc very unresponsive,Slow Performance,auto_corrected_from_test
pc windows not starting,Windows Boot Failure,auto_corrected_from_test
pc not working issue,General Repair,auto_corrected_from_test
GPU hot when gaming also System slow overall,GPU Overheat,auto_corrected_from_test
phone not recognized,Phone Connection Issue,auto_corrected_from_test
help no display,No Display / No Signal,auto_corrected_from_test
laptop pc slow after update,Slow Performance,auto_corrected_from_test
fix pc problem unknown,General Repair,auto_corrected_from_test
help pc stuck startup repair,Windows Boot Failure,auto_corrected_from_test
fix phone not connecting,Phone Connection Issue,auto_corrected_from_test
help phone not showing,Phone Connection Issue,auto_corrected_from_test
internet not working issue,Wi-Fi Adapter Upgrade,auto_corrected_from_test
pc pc problem unknown,General Repair,auto_corrected_from_test
fix wifi disconnect always,Wi-Fi Adapter Upgrade,auto_corrected_from_test
PC not boot,Windows Boot Failure,auto_corrected_from_test
pc stuck loading issue,Windows Boot Failure,auto_corrected_from_test
my pc stuck startup repair,Windows Boot Failure,auto_corrected_from_test
fix phone not connecting,Phone Connection Issue,auto_corrected_from_test
the pc can't connect wifi,Wi-Fi Adapter Upgrade,auto_corrected_from_test
computer pc slow performance,Slow Performance,auto_corrected_from_test
PC no signal also GPU too weak,No Display / No Signal,auto_corrected_from_test
monitor not detected problem,No Display / No Signal,auto_corrected_from_test
help phone not showing,Phone Connection Issue,auto_corrected_from_test
Processor overheating plus PC slow after update,CPU Overheat,auto_corrected_from_test
gpu hot when gaming issue,GPU Overheat,auto_corrected_from_test
pc computer slow,Slow Performance,auto_corrected_from_test
pc no signal display,No Display / No Signal,auto_corrected_from_test
fix pc very slow,Slow Performance,auto_corrected_from_test
screen black pc on problem,No Display / No Signal,auto_corrected_from_test
help wifi disconnect always,Wi-Fi Adapter Upgrade,auto_corrected_from_test
Graphics card fan loud plus System sluggish,GPU Overheat,auto_corrected_from_test
the internet slow only pc,Wi-Fi Adapter Upgrade,auto_corrected_from_test
laptop error screen,Blue Screen (BSOD),auto_corrected_from_test
system sluggish please,Slow Performance,auto_corrected_from_test
laptop computer problem,General Repair,auto_corrected_from_test
laptop pc issue,General Repair,auto_corrected_from_test
fix laptop charging light blink,PSU / Power Issue,auto_corrected_from_test
computer usb connection issue,USB / Port Issue,auto_corrected_from_test
help pc problem unknown,General Repair,auto_corrected_from_test
fix monitor not detected,No Display / No Signal,auto_corrected_from_test
CPU overheating also System slow overall,CPU Overheat,auto_corrected_from_test
laptop pc not boot,Windows Boot Failure,auto_corrected_from_test
pc no signal display,No Display / No Signal,auto_corrected_from_test
pc malfunction please,General Repair,auto_corrected_from_test
fix pc not boot,Windows Boot Failure,auto_corrected_from_test
PC no display HDMI GPU too weak,No Display / No Signal,auto_corrected_from_test
computer wifi not working,Wi-Fi Adapter Upgrade,auto_corrected_from_test
pc pc not detect wifi,Wi-Fi Adapter Upgrade,auto_corrected_from_test
help pc no display vga,No Display / No Signal,auto_corrected_from_test
help processor overheating,CPU Overheat,auto_corrected_from_test
my internet not working,Wi-Fi Adapter Upgrade,auto_corrected_from_test
"BSOD error, Boot failure",Blue Screen (BSOD),auto_corrected_from_test
the graphics card overheating,GPU Overheat,auto_corrected_from_test
PC slow performance,Slow Performance,auto_corrected_from_test
the phone not recognized,Phone Connection Issue,auto_corrected_from_test
pc not start after update problem,Windows Boot Failure,auto_corrected_from_test
help wifi not working,Wi-Fi Adapter Upgrade,auto_corrected_from_test
my pc not turning on,PSU / Power Issue,auto_corrected_from_test
the phone usb issue,Phone Connection Issue,auto_corrected_from_test
Processor fan loud plus System sluggish,CPU Overheat,auto_corrected_from_test
GPU overheat warning PC very unresponsive,GPU Overheat,auto_corrected_from_test
Phone not connecting,Phone Connection Issue,auto_corrected_from_test
pc slow loading programs please,SSD Upgrade,auto_corrected_from_test
PC not start after update,Windows Boot Failure,auto_corrected_from_test
the pc no display hdmi,No Display / No Signal,auto_corrected_from_test
Graphics card fan loud,GPU Overheat,auto_corrected_from_test
PC not working,General Repair,auto_corrected_from_test
pc lag always please,Slow Performance,auto_corrected_from_test
phone not showing problem,Phone Connection Issue,auto_corrected_from_test
CPU cooling problem plus PC slow performance,CPU Overheat,auto_corrected_from_test
gpu shutdown due to heat,GPU Overheat,auto_corrected_from_test
pc pc start only sometimes,PSU / Power Issue,auto_corrected_from_test
the gpu thermal issue,GPU Overheat,auto_corrected_from_test
PC slow opening files,SSD Upgrade,auto_corrected_from_test
help processor fan loud,CPU Overheat,auto_corrected_from_test
pc stuck bios,Windows Boot Failure,auto_corrected_from_test
the pc problem unknown,General Repair,auto_corrected_from_test
laptop pc slow loading programs,SSD Upgrade,auto_corrected_from_test
pc no display vga issue,No Display / No Signal,auto_corrected_from_test
fix internet slow only pc,Wi-Fi Adapter Upgrade,auto_corrected_from_test
No power at all also PC not start after update,PSU / Power Issue,auto_corrected_from_test
PC no display HDMI,No Display / No Signal,auto_corrected_from_test
system slow problem,Slow Performance,auto_corrected_from_test
pc wifi disconnect always,Wi-Fi Adapter Upgrade,auto_corrected_from_test
my pc slow performance,Slow Performance,auto_corrected_from_test
windows not starting please,Windows Boot Failure,auto_corrected_from_test
something wrong pc please,General Repair,auto_corrected_from_test
help pc malfunction,General Repair,auto_corrected_from_test
computer laptop error screen,Blue Screen (BSOD),auto_corrected_from_test
pc issue please,General Repair,auto_corrected_from_test
my pc malfunction,General Repair,auto_corrected_from_test
pc can't connect wifi issue,Wi-Fi Adapter Upgrade,auto_corrected_from_test
gpu hot when gaming,GPU Overheat,auto_corrected_from_test
internet slow only pc please,Wi-Fi Adapter Upgrade,auto_corrected_from_test
pc problem unknown,General Repair,auto_corrected_from_test
pc malfunction problem,General Repair,auto_corrected_from_test
my pc slow boot,SSD Upgrade,auto_corrected_from_test
phone not recognized issue,Phone Connection Issue,auto_corrected_from_test
the pc lag always,Slow Performance,auto_corrected_from_test
fix monitor no signal,No Display / No Signal,auto_corrected_from_test
pc stuck bios please,Windows Boot Failure,auto_corrected_from_test
my usb connection issue,USB / Port Issue,auto_corrected_from_test
"GPU shutdown due to heat, PC very unresponsive",GPU Overheat,auto_corrected_from_test
"PC slow boot, Windows not starting",SSD Upgrade,auto_corrected_from_test
pc slow loading programs please,SSD Upgrade,auto_corrected_from_test
phone not connecting,Phone Connection Issue,auto_corrected_from_test
usb port not working please,USB / Port Issue,auto_corrected_from_test
help computer stuck booting,Windows Boot Failure,auto_corrected_from_test
system slow overall please,Slow Performance,auto_corrected_from_test
the cpu thermal issue,CPU Overheat,auto_corrected_from_test
pc processor fan loud,CPU Overheat,auto_corrected_from_test
laptop pc issue,General Repair,auto_corrected_from_test
laptop pc very slow,Slow Performance,auto_corrected_from_test
computer stuck booting please,Windows Boot Failure,auto_corrected_from_test
"Windows crash suddenly, PC stuck startup repair",Blue Screen (BSOD),auto_corrected_from_test
Processor too hot and System slow overall and Memory insufficient,CPU Overheat,auto_corrected_from_test
laptop monitor no signal,No Display / No Signal,auto_corrected_from_test
computer system sluggish,Slow Performance,auto_corrected_from_test
my no display,No Display / No Signal,auto_corrected_from_test
Laptop error screen,Blue Screen (BSOD),auto_corrected_from_test
monitor no signal please,No Display / No Signal,auto_corrected_from_test
Monitor no signal and Need better graphics card,No Display / No Signal,auto_corrected_from_test
Processor overheating PC very unresponsive,CPU Overheat,auto_corrected_from_test
laptop wifi disconnect always,Wi-Fi Adapter Upgrade,auto_corrected_from_test
PC no display VGA and Graphics card not detect,No Display / No Signal,auto_corrected_from_test
system slow please,Slow Performance,auto_corrected_from_test
phone connection problem,Phone Connection Issue,auto_corrected_from_test
laptop phone not recognized,Phone Connection Issue,auto_corrected_from_test
computer slow issue,Slow Performance,auto_corrected_from_test
graphics card fan loud,GPU Overheat,auto_corrected_from_test
my no internet on pc,Wi-Fi Adapter Upgrade,auto_corrected_from_test
something wrong pc please,General Repair,auto_corrected_from_test
the pc start then off,PSU / Power Issue,auto_corrected_from_test
laptop usb port not working,USB / Port Issue,auto_corrected_from_test
my no internet on pc,Wi-Fi Adapter Upgrade,auto_corrected_from_test
laptop cpu thermal issue,CPU Overheat,auto_corrected_from_test
help pc stuck bios,Windows Boot Failure,auto_corrected_from_test
phone usb issue,Phone Connection Issue,auto_corrected_from_test
phone not recognized issue,Phone Connection Issue,auto_corrected_from_test
pc shutdown suddenly issue,PSU / Power Issue,auto_corrected_from_test
PC no display VGA Low FPS problem,No Display / No Signal,auto_corrected_from_test
usb device not recognized,USB / Port Issue,auto_corrected_from_test
PC malfunction,General Repair,auto_corrected_from_test
my pc very unresponsive,Slow Performance,auto_corrected_from_test
pc slow performance,Slow Performance,auto_corrected_from_test
PC no signal also GPU bottleneck,No Display / No Signal,auto_corrected_from_test
pc not start after update issue,Windows Boot Failure,auto_corrected_from_test
usb cable issue issue,USB / Port Issue,auto_corrected_from_test
laptop usb device not recognized,USB / Port Issue,auto_corrected_from_test
pc stuck on logo problem,Windows Boot Failure,auto_corrected_from_test
phone not recognized please,Phone Connection Issue,auto_corrected_from_test
pc cpu overheating,CPU Overheat,auto_corrected_from_test
